0,0.776381415344242
1,0.8192085686569943
2,0.8664889405256093
3,0.7652718582974165
4,0.4792819136766752
5,0.8705173661324596
6,0.8259154883121674
7,0.8827559219860402
8,0.5914937903057398
9,0.3154950973133845
10,0.8442301271472007
11,0.6608472795593651
12,0.31033943999386027
13,0.7915088149090704
14,0.9560535496544595
15,0.6565184558038227
16,0.7287152417989896
17,0.7925798532216475
18,0.3867966033970407
19,0.8406841400928066
20,0.7998771729353684
21,0.7767945368598762
22,0.7542831290632692
23,0.5792874135457761
24,0.09531867996137709
25,0.6269007895501342
26,0.9016826925341936
27,0.5327616078943499
28,0.8021827897895282
29,0.1778231233346265
30,0.6663196752908054
31,0.2856690118215555
32,0.5433964719648817
33,0.23320213589131122
