,probs,priv_group_col,actuals
0,0.934329990333182,1.0,1.0
1,0.45646943955606567,0.0,0.0
2,0.9528169492775175,1.0,1.0
3,0.6568717157887775,1.0,1.0
4,0.2661464694181887,1.0,0.0
5,0.7534755086177325,1.0,1.0
6,0.8900398036616353,1.0,1.0
7,0.6296891762758855,1.0,1.0
8,0.983008174416796,1.0,1.0
9,0.39623748692003835,1.0,0.0
10,0.31817698130818245,1.0,0.0
11,0.18500394289189723,0.0,0.0
12,0.8217698681572201,0.0,1.0
13,0.521595717394994,1.0,0.0
14,0.3598954589266035,1.0,1.0
15,0.5118634276858592,1.0,0.0
16,0.9548540877675694,1.0,1.0
17,0.22752928540399842,1.0,1.0
18,0.4348784080396235,1.0,0.0
19,0.9089388969354697,1.0,1.0
20,0.8715966046673337,1.0,1.0
21,0.7489374426329902,1.0,1.0
22,0.7048121215879352,1.0,1.0
23,0.9282481895896182,1.0,1.0
24,0.9816397635123747,1.0,1.0
25,0.752532682899177,1.0,1.0
26,0.8560547264938018,1.0,1.0
27,0.7698981235267314,1.0,1.0
28,0.8746223232582064,1.0,1.0
29,0.2068427768446708,1.0,0.0
30,0.7790262901401328,1.0,1.0
31,0.4050222870005186,1.0,1.0
32,0.5515470264243553,1.0,1.0
33,0.9438225619349899,1.0,1.0
34,0.5504167432676028,1.0,1.0
35,0.4477236444683446,1.0,0.0
36,0.6467484211064302,1.0,1.0
37,0.5909374312662697,1.0,0.0
38,0.8570442183911154,1.0,1.0
39,0.7936846100186888,0.0,1.0
40,0.7783581241586524,1.0,1.0
41,0.8289446541500998,1.0,1.0
42,0.6870567276120527,1.0,1.0
43,0.8996293632726932,0.0,1.0
44,0.3271996770290952,1.0,0.0
45,0.7952091753855254,1.0,1.0
46,0.8518258610459772,1.0,1.0
47,0.9038597620518384,0.0,1.0
48,0.8841460556902221,1.0,1.0
49,0.8465006126055296,1.0,1.0
50,0.6214375480976463,1.0,1.0
51,0.8351290687425766,1.0,1.0
52,0.8978059649364473,1.0,1.0
53,0.978620253265698,1.0,1.0
54,0.24015611998790581,1.0,0.0
55,0.9452287124745367,1.0,1.0
56,0.8043583793111198,1.0,0.0
57,0.6548988503128649,1.0,1.0
58,0.618367626237914,0.0,1.0
59,0.2168939044988789,0.0,0.0
60,0.7213538778972266,1.0,1.0
61,0.9690381943165975,1.0,1.0
62,0.3347253869174385,1.0,0.0
63,0.16418711404699346,1.0,0.0
64,0.7759011030606043,1.0,1.0
65,0.7781820330117564,1.0,1.0
66,0.7886846796085479,1.0,1.0
67,0.779276616529804,0.0,1.0
68,0.4840249316083433,1.0,0.0
69,0.8611168956503654,1.0,1.0
70,0.7612065578518372,1.0,1.0
71,0.9692769020377022,1.0,1.0
72,0.7125096229580229,1.0,1.0
73,0.5295527814308504,1.0,1.0
74,0.44712074143859326,1.0,0.0
75,0.8237162511847299,1.0,1.0
76,0.30422224627469846,1.0,0.0
77,0.8473753466592963,1.0,1.0
78,0.7953999354697787,1.0,1.0
79,0.5618809130150942,0.0,1.0
80,0.9078740685499554,1.0,0.0
81,0.8890006654104421,1.0,1.0
82,0.8396274634169005,0.0,1.0
83,0.7615137954575538,1.0,1.0
84,0.7338708075214014,1.0,1.0
85,0.9585710964349731,1.0,1.0
86,0.5807133028773054,1.0,1.0
87,0.3032713784752273,1.0,0.0
88,0.6147291801349601,1.0,1.0
89,0.4728715074294341,1.0,0.0
90,0.9573438818385422,1.0,1.0
91,0.8976337076426877,1.0,1.0
92,0.9425409448795941,1.0,0.0
93,0.7899781898141324,0.0,1.0
94,0.820640255379664,1.0,1.0
